55,6,"(0, 2) (0, 52) (1, 38) (20, 38) (38, 47) (47, 52)"
56,6,"(0, 2) (0, 53) (1, 39) (20, 39) (39, 48) (48, 53)"
57,6,NONE-BY-EXTENSION
